Alle Marken,,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,
,Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,
Citigo 1.0 Active (AA),3,44  (60),III,9770,7125,6350,,,,,,,,
Citigo 1.0 Green tec Active (AA),3,44  (60),III,12180,9100,8125,,,,,,,,
Citigo 1.0 Active (AA),3,55  (75),III,10230,,,,5700,4900,4375,3900,,,
Citigo 1.0 Green tec Active (AA),3,55  (75),III,10630,,,,5925,5100,4550,4050,,,
Citigo 1.0 Active (AA),3,55  (75),III,10310,7575,6775,,,,,,,,
Citigo 1.0 Green tec Active (AA),3,55  (75),III,10410,7875,7025,,,,,,,,
Citigo 1.0 G-TEC Active  (AA),3,50  (68),III,12640,,,,6775,6050,5400,,,,
Citigo 1.0 G-TEC Active  (AA),3,50  (68),III,12720,9175,8125,,,,,,,,
Fabia 1.2 HTP Green tec Active (II),5,51  (69),IV,12790,,,,,5550,4900,4375,,,
Fabia Scout 1.2 TSI  (II),5,63  (86),IV,17490,,,,,7475,6600,6000,,,
Fabia 1.2 TSI Green tec Active (II),5,63  (86),IV,14040,,,,,5975,5275,4800,,,
Fabia Scout 1.2 TSI  (II),5,77  (105),IV,18490,,,,,7875,6950,6300,,,
Fabia 1.2 TSI Green tec Ambition (II),5,77  (105),IV,17040,,,,,7250,6350,5775,,,
Fabia 1.2 TDI GreenLine  (II),5,55  (75),V,17340,,,,,6825,5975,5250,,,
Fabia Scout 1.6 TDI  (II),5,66  (90),V,19290,,,,,7575,6625,5825,,,
Fabia Scout 1.6 TDI  (II),5,77  (105),V,19890,,,,,7775,6750,5925,,,
Fabia Combi 1.2 HTP Green tec Active (II),5,51  (70),IV,13390,,,,,5850,5225,4650,,,
Fabia Combi Scout 1.2 TSI  (II),5,63  (86),IV,18090,,,,,7775,6925,6275,,,
Fabia Combi 1.2 TSI Green tec Active (II),5,63  (86),IV,14640,,,,,6300,5600,5075,,,
Fabia Combi Scout 1.2 TSI  (II),5,77  (105),IV,19090,,,,,8175,7250,6600,,,
Fabia Combi 1.2 TSI Green tec Fresh (II),5,77  (105),IV,17540,,,,,7550,6575,,,,
Fabia Combi 1.2 TDI GreenLine  (II),5,55  (75),V,17740,,,,7950,7050,6175,5425,,,
Fabia Combi Scout 1.6 TDI  (II),5,66  (90),V,19890,,,,,7875,6925,6100,,,
Fabia Combi Scout 1.6 TDI  (II),5,77  (105),V,20490,,,,,8075,7050,6200,,,
Fabia RS DSG  (II) RS,5,132  (180),IV,22300,,,,,9550,8475,7550,,,
Fabia Combi RS DSG  (II) RS,5,132  (180),IV,22900,,,,,9850,8800,7850,,,
Fabia 1.0 MPI Active (III),5,44  (60),IV,12230,8150,7275,6625,5975,5250,,,,,
Fabia 1.0 MPI Active (III),5,55  (75),IV,12930,8400,7825,7125,6375,5575,,,,,
Fabia 1.0 MPI Active (III),5,55  (75),IV,13790,9475,,,,,,,,,
Fabia 1.2 TSI Active (III),5,66  (90),IV,14100,,8575,7650,6975,6225,,,,,
Fabia 1.0 TSI Active (III),5,70  (95),IV,14330,9600,8575,,,,,,,,
Fabia 1.0 TSI Active (III),5,70  (95),IV,15490,10450,,,,,,,,,
Fabia 1.0 TSI Ambition (III),5,81  (110),IV,17460,11700,10450,,,,,,,,
Fabia 1.2 TSI Ambition (III),5,81  (110),IV,17130,,10450,9350,8500,7600,,,,,
Fabia 1.0 TSI Ambition (III),5,81  (110),IV,18090,12450,,,,,,,,,
Fabia 1.4 TSI R5 DSG (III),5,92  (125),IV,22990,15800,,,,,,,,,
Fabia 1.4 TDI Active (III),5,66  (90),V,16380,9950,8900,7925,7075,6325,,,,,
Fabia 1.4 TDI Ambition (III),5,77  (105),V,19160,12050,10750,9700,8675,7725,,,,,
Fabia Combi 1.0 MPI Active (III),5,55  (75),IV,13530,9175,8200,7475,6675,5850,,,,,
Fabia Combi 1.0 MPI Active (III),5,55  (75),IV,14490,9975,,,,,,,,,
Fabia Combi 1.2 TSI Active (III),5,66  (90),IV,14700,,8950,7975,7275,6500,,,,,
Fabia Combi 1.0 TSI Active (III),5,70  (95),IV,14930,10000,8925,,,,,,,,
Fabia Combi 1.0 TSI Active (III),5,70  (95),IV,16190,10950,,,,,,,,,
Fabia Combi 1.0 TSI Ambition (III),5,81  (110),IV,18060,12100,10800,,,,,,,,
,,,,,,,,,,,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",Seite: 138 von 171,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Herbst/Winter 2019/2020,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,,
Skoda,,,,,,,,,,,,,,
Fabia Combi 1.2 TSI Ambition (III),5,81  (110),IV,17730,,10850,9675,8800,7875,,,,,
Fabia Combi 1.0 TSI Ambition (III),5,81  (110),IV,18790,12950,,,,,,,,,
Fabia Combi 1.4 TDI Active (III),5,66  (90),V,16980,10300,9225,8225,7350,6575,,,,,
Fabia Combi 1.4 TDI Ambition (III),5,77  (105),V,19760,12550,11200,10000,8950,8000,,,,,
Karoq 1.5 TSI ACT Ambition (NU),5,110  (150),V,26490,20200,18200,,,,,,,,
Karoq 2.0 TDI SCR Ambition 4x4 (NU),5,110  (150),VI,31290,22950,20700,,,,,,,,
Kodiaq 1.4 TSI Active (NS),5,92  (125),V,26550,20800,18600,16600,,,,,,,
Kodiaq Scout 1.4 TSI 4x4 DSG (NS),5,110  (150),V,37250,28450,25900,,,,,,,,
Kodiaq Scout 1.4 TSI ACT 4x4 (NS),5,110  (150),V,35450,27100,24650,,,,,,,,
Kodiaq 1.4 TSI ACT Active 4x4 (NS),5,110  (150),V,29650,22650,20550,18350,,,,,,,
Kodiaq 1.4 TSI ACT Style DSG (NS),5,110  (150),V,34450,26350,23950,21400,,,,,,,
Kodiaq 1.4 TSI Ambition 4x4 DSG (NS),5,110  (150),V,34150,26100,23750,21200,,,,,,,
Kodiaq Scout 2.0 TSI 4x4 DSG (NS),5,132  (180),V,38750,29900,26700,,,,,,,,
Kodiaq 2.0 TSI Ambition 4x4 DSG (NS),5,132  (180),V,35650,27500,24550,21900,,,,,,,
Kodiaq Scout 2.0 TDI SCR 4x4 (NS),5,110  (150),VI,38090,28400,25600,,,,,,,,
Kodiaq 2.0 TDI SCR Active DSG  (NS),5,110  (150),VI,32090,23950,21550,19250,,,,,,,
Kodiaq 2.0 TDI SCR Ambition 4x4 (NS),5,110  (150),VI,34990,26100,23400,20900,,,,,,,
Kodiaq Scout 2.0 TDI SCR 4x4 DSG  (NS),5,140  (190),VI,41290,31150,27800,,,,,,,,
Kodiaq 2.0 TDI SCR Ambition 4x4 DSG  (NS),5,140  (190),VI,38190,28850,25700,22950,,,,,,,
Octavia 1.4 TSI Green tec Ambition (II),5,90  (122),IV,21360,,,,,,8775,7775,,,
Octavia 1.6 TDI Green tec Active (II),5,77  (105),V,19890,,,,,,6725,6100,,,
Octavia 1.6 TDI GreenLine  (II),5,77  (105),V,21860,,,,,,7400,6700,,,
Octavia 2.0 TDI Ambition (II),5,81  (110),V,22210,,,,,,8050,7350,,,
Octavia Combi 1.4 TSI Green tec Ambition (II),5,90  (122),IV,22310,,,,,,9450,8675,,,
Octavia Combi 1.6 TDI Green tec Active (II),5,77  (105),V,20840,,,,,,7375,6750,,,
Octavia Combi 1.6 TDI GreenLine  (II),5,77  (105),V,22810,,,,,,8075,7375,,,
Octavia Combi 2.0 TDI Ambition (II),5,81  (110),V,23160,,,,,,8525,7775,,,
Octavia RS  (II) RS,5,147  (200),IV,28140,,,,,,11200,9925,,,
Octavia Combi RS  (II) RS,5,147  (200),IV,29090,,,,,,12550,11450,,,
Octavia Combi RS TDI  (II) RS,5,125  (170),V,29990,,,,,,12150,10900,,,
Octavia 1.2 TSI Active (III),5,63  (86),IV,16550,,,,8275,7750,7200,,,,
Octavia 1.2 TSI Green tec Active (III),5,63  (86),IV,17190,,10400,9275,8500,,,,,,
Octavia 1.2 TSI Active (III),5,63  (86),IV,17850,12050,10750,9600,,,,,,,
Octavia 1.2 TSI Green tec Active (III),5,77  (105),IV,18250,,,,9700,9000,8275,,,,
Octavia 1.2 TSI Green tec Active (III),5,81  (110),IV,18690,,12150,10850,9925,,,,,,
Octavia 1.0 TSI Green tec Active (III),5,85  (115),IV,19090,,12300,11000,,,,,,,
Octavia 1.0 TSI Active (III),5,85  (115),IV,19860,13900,12400,11100,,,,,,,
Octavia 1.4 TSI Green tec Active (III),5,103  (140),IV,20250,,,,10850,10300,9375,,,,
Octavia 1.4 TSI Green tec Active (III),5,110  (150),IV,21030,,13350,11900,10850,,,,,,
Octavia 1.4 TSI Active (III),5,110  (150),IV,21690,15350,14150,12250,,,,,,,
Octavia 1.5 TSI ACT Ambition (III),5,110  (150),IV,24430,17200,15350,,,,,,,,
Octavia 1.8 TSI Green tec Ambition (III),5,132  (180),IV,24490,,,,,12700,11650,,,,
Octavia 1.8 TSI Green tec Ambition 4x4 DSG (III),5,132  (180),IV,28590,,18900,16900,15700,14550,,,,,
Octavia 1.8 TSI Ambition (III),5,132  (180),IV,25590,18950,16950,15100,,,,,,,
Octavia 1.8 TSI Ambition 4x4 DSG (III),5,132  (180),IV,29190,21450,19150,17100,,,,,,,
Octavia 1.6 TDI Active (III),5,66  (90),V,19650,,,,8425,7875,7250,,,,
Octavia 1.6 TDI Green tec Active (III),5,66  (90),V,20390,,10350,9225,8650,,,,,,
Octavia 1.6 TDI Active (III),5,66  (90),V,21510,11650,10400,9300,,,,,,,
Octavia 1.6 TDI Green tec Active (III),5,77  (105),V,20650,,,,9000,8425,7775,,,,
,,,,,,,,,,,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",Seite: 139 von 171,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Herbst/Winter 2019/2020,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,,
Skoda,,,,,,,,,,,,,,
Octavia 1.6 TDI Green tec Ambition 4x4 (III),5,77  (105),V,24890,,,,10750,10050,,,,,
Octavia 1.6 TDI Green tec Active (III),5,81  (110),V,21430,,11600,10550,9750,,,,,,
Octavia 1.6 TDI Green tec Ambition 4x4 (III),5,81  (110),V,25630,,13800,12600,11600,,,,,,
Octavia 1.6 TDI GreenLine  (III),5,81  (110),V,24490,,13400,12200,11250,10250,,,,,
Octavia 1.6 TDI Active (III),5,85  (115),V,22860,13600,12150,10850,,,,,,,
Octavia 2.0 TDI Green tec Ambition (III),5,110  (150),V,25290,,,,12100,11100,10300,,,,
Octavia 2.0 TDI Green tec Ambition 4x4 (III),5,110  (150),V,27090,,,,12900,11800,,,,,
Octavia 2.0 TDI Ambition (III),5,110  (150),V,26850,16900,15100,13500,,,,,,,
Octavia 2.0 TDI Ambition 4x4 (III),5,110  (150),V,28650,17850,15950,14200,,,,,,,
Octavia 2.0 TDI Green tec L&K 4x4 DSG (III),5,135  (184),V,35690,,20950,19250,18000,16050,,,,,
Octavia 2.0 TDI L&K 4x4 DSG (III),5,135  (184),V,36760,23350,20850,18600,,,,,,,
Octavia 1.4 TSI G-TEC Active  (III),5,81  (110),IV,21990,,13500,12050,11000,10250,,,,,
Octavia Combi 1.2 TSI Active (III),5,63  (86),IV,17190,,,,9075,8500,7950,,,,
Octavia Combi 1.2 TSI Green tec Active (III),5,63  (86),IV,17850,,11400,10150,9325,,,,,,
Octavia Combi 1.2 TSI Active (III),5,63  (86),IV,18550,13200,11800,10550,,,,,,,
Octavia Combi 1.2 TSI Green tec Active (III),5,77  (105),IV,18890,,,,10450,9700,8975,,,,
Octavia Combi 1.2 TSI Green tec Active (III),5,81  (110),IV,19350,,13100,11700,10700,,,,,,
Octavia Combi 1.0 TSI Green tec Active (III),5,85  (115),IV,19750,,12850,11450,,,,,,,
Octavia Combi 1.0 TSI Active (III),5,85  (115),IV,20560,14850,13250,11850,,,,,,,
Octavia Combi 1.4 TSI Green tec Active (III),5,103  (140),IV,20890,,,,11600,10950,10050,,,,
Octavia Combi 1.4 TSI Green tec Active (III),5,110  (150),IV,21690,,14200,13100,12300,,,,,,
Octavia Combi 1.4 TSI Active (III),5,110  (150),IV,22390,15900,14200,12700,,,,,,,
Octavia Combi 1.5 TSI ACT Ambition (III),5,110  (150),IV,25130,17900,16300,,,,,,,,
Octavia Scout 1.8 TSI Green tec 4x4 DSG (III),5,132  (180),IV,31550,,,19200,18400,17000,,,,,
Octavia Scout 1.8 TSI 4x4 DSG (III),5,132  (180),IV,32510,23850,21300,19050,,,,,,,
Octavia Combi 1.8 TSI Green tec Solution (III),5,132  (180),IV,25380,,17850,15950,15300,,,,,,
Octavia Combi 1.8 TSI Green tec Solution 4x4 DSG,5,132  (180),IV,28980,,20150,18000,17250,,,,,,
(III),,,,,,,,,,,,,,
Octavia Combi 1.8 TSI Ambition (III),5,132  (180),IV,26290,19300,17200,15350,,,,,,,
Octavia Combi 1.8 TSI Ambition 4x4 DSG (III),5,132  (180),IV,29890,21700,19350,17300,,,,,,,
Octavia Combi 1.6 TDI Active (III),5,66  (90),V,20290,,,,9175,8575,7925,,,,
Octavia Combi 1.6 TDI Green tec Active (III),5,66  (90),V,21050,,11200,10000,9400,,,,,,
Octavia Combi 1.6 TDI Active (III),5,66  (90),V,22210,12700,11350,10100,,,,,,,
Octavia Combi 1.6 TDI Green tec Active (III),5,77  (105),V,21290,,,,9450,8725,7800,,,,
Octavia Combi 1.6 TDI Green tec Ambition 4x4 (III),5,77  (105),V,25550,,,,11250,10400,9325,,,,
Octavia Scout 1.6 TDI Green tec 4x4 (III),5,81  (110),V,28590,,,15550,,,,,,,
Octavia Combi 1.6 TDI Green tec Active (III),5,81  (110),V,22090,,12200,11100,10250,,,,,,
Octavia Combi 1.6 TDI Green tec Solution 4x4 (III),5,81  (110),V,26020,,14650,13350,12350,,,,,,
Octavia Combi 1.6 TDI GreenLine  (III),5,81  (110),V,24650,,,,11550,10750,,,,,
Octavia Combi 1.6 TDI Active (III),5,85  (115),V,23560,14250,12750,11350,,,,,,,
Octavia Scout 2.0 TDI Green tec 4x4 (III),5,110  (150),V,30550,,,17050,15700,13800,,,,,
Octavia Scout 2.0 TDI 4x4 (III),5,110  (150),V,31710,22050,19650,17550,,,,,,,
Octavia Combi 2.0 TDI Green tec Solution (III),5,110  (150),V,26180,,14800,13750,12300,,,,,,
Octavia Combi 2.0 TDI Green tec Solution 4x4 (III),5,110  (150),V,27980,,15750,14650,13100,,,,,,
Octavia Combi 2.0 TDI Ambition (III),5,110  (150),V,27550,17450,15600,13900,,,,,,,
Octavia Combi 2.0 TDI Ambition 4x4 (III),5,110  (150),V,29350,18350,16400,14650,,,,,,,
Octavia Scout 2.0 TDI Green tec 4x4 DSG (III),5,135  (184),V,32950,,,19150,18150,16700,,,,,
Octavia Scout 2.0 TDI 4x4 DSG (III),5,135  (184),V,34110,24700,21400,19100,,,,,,,
Octavia Combi 2.0 TDI Green tec L&K 4x4 DSG (III),5,135  (184),V,36350,,23250,20150,19050,,,,,,
,,,,,,,,,,,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",Seite: 140 von 171,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Herbst/Winter 2019/2020,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,,
Skoda,,,,,,,,,,,,,,
Octavia Combi 2.0 TDI L&K 4x4 DSG (III),5,135  (184),V,37460,25900,22450,20050,,,,,,,
Octavia Combi 1.4 TSI G-TEC Active  (III),5,81  (110),IV,22650,,14350,12800,11650,10850,,,,,
Octavia RS 220  (III) RS,5,162  (220),IV,30690,,21400,19100,17700,16850,15350,,,,
Octavia RS 230  (III) RS,5,169  (230),IV,33490,,21400,19100,18050,,,,,,
Octavia RS 230  (III) RS,5,169  (230),IV,31990,24000,22050,19700,,,,,,,
Octavia RS 245  (III) RS,5,180  (245),IV,34410,26050,23250,,,,,,,,
Octavia RS TDI  (III) RS,5,135  (184),V,30630,,,,16200,14400,13150,,,,
Octavia RS TDI 4x4 DSG (III) RS,5,135  (184),V,35090,,22200,20450,18800,,,,,,
Octavia RS TDI  (III) RS,5,135  (184),V,32290,22100,19750,17600,,,,,,,
Octavia RS TDI 4x4 DSG (III) RS,5,135  (184),V,35890,24400,21750,19450,,,,,,,
Octavia Combi RS 220  (III) RS,5,162  (220),IV,31350,,22750,20350,19250,18300,16850,,,,
Octavia Combi RS 230  (III) RS,5,169  (230),IV,34150,,22750,21150,20400,,,,,,
Octavia Combi RS 245  (III) RS,5,180  (245),IV,35110,27300,24350,,,,,,,,
Octavia Combi RS TDI  (III) RS,5,135  (184),V,31290,,,,17050,15450,14050,,,,
Octavia Combi RS TDI 4x4 DSG (III) RS,5,135  (184),V,35750,,23900,20750,19400,,,,,,
Octavia Combi RS TDI  (III) RS,5,135  (184),V,32990,23950,20750,18500,,,,,,,
Octavia Combi RS TDI 4x4 DSG (III) RS,5,135  (184),V,36590,26300,22750,20350,,,,,,,
Rapid Spaceback 1.2 TSI Active (NH),5,63  (86),IV,15170,,,,7775,7025,6575,,,,
Rapid Spaceback 1.2 TSI Green tec Active (NH),5,63  (86),IV,15570,,,,7950,7200,6750,,,,
Rapid Spaceback 1.2 TSI Green tec Active (NH),5,66  (90),IV,15590,,9200,8225,7975,,,,,,
Rapid Spaceback 1.0 TSI Active (NH),5,70  (95),IV,16450,10600,9650,,,,,,,,
Rapid Spaceback 1.2 TSI Active (NH),5,77  (105),IV,16270,,,,8450,7700,6975,,,,
Rapid Spaceback 1.2 TSI Green tec Active (NH),5,77  (105),IV,16670,,,,8675,7900,7150,,,,
Rapid Spaceback 1.2 TSI Green tec Active (NH),5,81  (110),IV,16730,,10150,9550,8700,,,,,,
Rapid Spaceback 1.0 TSI Active (NH),5,81  (110),IV,17590,11700,10650,,,,,,,,
Rapid Spaceback 1.4 TSI Ambition DSG (NH),5,90  (122),IV,20930,,,,10500,9600,8700,,,,
Rapid Spaceback 1.4 TSI Green tec Ambition DSG,5,90  (122),IV,21330,,,,10700,9775,8875,,,,
(NH),,,,,,,,,,,,,,
Rapid Spaceback 1.4 TSI Green tec Ambition DSG,5,92  (125),IV,21290,,13450,12050,10950,,,,,,
(NH),,,,,,,,,,,,,,
Rapid Spaceback 1.4 TSI Ambition DSG (NH),5,92  (125),IV,21690,15500,13850,,,,,,,,
Rapid Spaceback 1.4 TDI Green tec Active (NH),5,66  (90),V,17990,,9300,8475,7900,,,,,,
Rapid Spaceback 1.6 TDI Active (NH),5,66  (90),V,17570,,,,7800,7100,6375,,,,
Rapid Spaceback 1.6 TDI Green tec Active (NH),5,66  (90),V,17970,,,,7975,7250,6525,,,,
Rapid Spaceback 1.6 TDI GreenLine  (NH),5,66  (90),V,20630,,,,9175,8325,7500,,,,
Rapid Spaceback 1.4 TDI Active (NH),5,66  (90),V,18290,10800,9650,,,,,,,,
Rapid Spaceback 1.6 TDI Active (NH),5,77  (105),V,18570,,,,8400,7425,6700,,,,
Rapid Spaceback 1.6 TDI Green tec Active (NH),5,77  (105),V,18970,,,,8600,7575,6850,,,,
Rapid Spaceback 1.6 TDI Green tec Active (NH),5,85  (116),V,19390,,10850,10200,9250,,,,,,
Rapid Spaceback 1.6 TDI Active (NH),5,85  (115),V,19690,13100,11700,,,,,,,,
Rapid 1.2 Active (NH),5,55  (75),IV,14170,,,,6475,5925,5525,4900,,,
Rapid 1.2 TSI Active (NH),5,63  (86),IV,15270,,,,7475,6850,6375,5850,,,
Rapid 1.2 TSI Green tec Active (NH),5,63  (86),IV,19670,,,,9625,8825,8250,7550,,,
Rapid 1.2 TSI Green tec Active (NH),5,66  (90),IV,15690,,8875,7925,7375,,,,,,
Rapid 1.0 TSI Active (NH),5,70  (95),IV,16550,10300,9375,,,,,,,,
Rapid 1.2 TSI Active (NH),5,77  (105),IV,16370,,,,8075,7100,6575,6225,,,
Rapid 1.2 TSI Green tec Active (NH),5,77  (105),IV,16770,,,,8275,7275,6750,6375,,,
Rapid 1.2 TSI Green tec Active (NH),5,81  (110),IV,16830,,10000,8925,8125,,,,,,
Rapid 1.0 TSI Active (NH),5,81  (110),IV,17690,11300,10300,,,,,,,,
Rapid 1.4 TSI Ambition DSG (NH),5,90  (122),IV,21030,,,,10550,9650,8950,8175,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",,,,,,,,,,Seite: 141 von 171,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Herbst/Winter 2019/2020,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,,
Skoda,,,,,,,,,,,,,,
Rapid 1.4 TSI Green tec Ambition DSG (NH),5,90  (122),IV,21430,,,,10750,9850,9125,8350,,,
Rapid 1.4 TSI Green tec Ambition DSG (NH),5,92  (125),IV,21390,,13050,11650,10600,,,,,,
Rapid 1.4 TSI Ambition DSG (NH),5,92  (125),IV,21790,14850,13250,,,,,,,,
Rapid 1.4 TDI Green tec Active (NH),5,66  (90),V,18090,,8875,7925,7375,,,,,,
Rapid 1.6 TDI Active (NH),5,66  (90),V,17670,,,,7250,6750,6075,,,,
Rapid 1.6 TDI Green tec Active (NH),5,66  (90),V,18070,,,,7425,6900,6225,,,,
Rapid 1.6 TDI GreenLine  (NH),5,66  (90),V,20730,,,,8500,7900,7150,,,,
Rapid 1.4 TDI Active (NH),5,66  (90),V,18390,10250,9125,,,,,,,,
Rapid 1.6 TDI Active (NH),5,77  (105),V,18670,,,,7875,7275,6500,5700,,,
Rapid 1.6 TDI Green tec Active (NH),5,77  (105),V,19070,,,,8050,7450,6650,5825,,,
Rapid 1.6 TDI Green tec Active (NH),5,85  (116),V,19490,,10500,9650,8925,,,,,,
Rapid 1.6 TDI Active (NH),5,85  (115),V,19790,12300,10950,,,,,,,,
Roomster Scout 1.2 TSI  (5J),5,63  (86),IV,18190,,,,9450,8425,7525,6600,,,
Roomster 1.2 TSI Green tec Active (5J),5,63  (86),IV,15390,,,,7950,7100,6350,5550,,,
Roomster Scout 1.2 TSI  (5J),5,77  (105),IV,19190,,,,10050,9000,7900,6925,,,
Roomster 1.2 TSI Green tec Ambition (5J),5,77  (105),IV,18190,,,,9375,8375,7475,6550,,,
Roomster 1.2 TDI GreenLine  (5J),5,55  (75),V,18430,,,,7900,7050,6250,5400,,,
Roomster Scout 1.6 TDI  (5J),5,66  (90),V,19990,,,,8750,7800,6900,5950,,,
Roomster Scout 1.6 TDI  (5J),5,77  (105),V,20590,,,,8975,8025,7100,6125,,,
Superb 1.4 TSI Green tec Active (II),5,92  (125),V,24030,,,,,,8625,7600,,,
Superb 1.4 TSI Green tec Active (II),5,92  (125),V,24290,,,,11450,10200,8850,,,,
Superb 1.8 TSI Active (II),5,118  (160),V,26390,,,,12600,11250,9950,,,,
Superb 1.8 TSI Active 4x4 (II),5,118  (160),V,28190,,,,13250,11850,10450,,,,
Superb 2.0 TSI Active DSG (II),5,147  (200),V,30390,,,,14550,13000,11500,,,,
Superb 3.6 V6 Ambition 4x4 DSG (II),5,191  (260),V,35390,,,,16400,14650,12950,,,,
Superb 1.6 TDI GreenLine  (II),5,77  (105),VI,27130,,,,,,8600,7450,,,
Superb 1.6 TDI Green tec Active (II),5,77  (105),VI,25490,,,,10550,9325,8175,,,,
Superb 1.6 TDI GreenLine  (II),5,77  (105),VI,27790,,,,11750,10350,9100,,,,
Superb 2.0 TDI Green tec Active (II),5,103  (140),VI,27030,,,,,,8725,7550,,,
Superb 2.0 TDI Green tec Active (II),5,103  (140),VI,27290,,,,11500,10150,8925,,,,
Superb 2.0 TDI Green tec Active 4x4 (II),5,103  (140),VI,29090,,,,12300,10850,9500,,,,
Superb 2.0 TDI Green tec Active (II),5,125  (170),VI,28590,,,,11350,10000,8775,,,,
Superb 2.0 TDI Green tec Active 4x4 DSG (II),5,125  (170),VI,32590,,,,12950,11450,10000,,,,
Superb Combi 1.4 TSI Green tec Active (II),5,92  (125),V,25030,,,,,,9025,8300,,,
Superb Combi 1.4 TSI Green tec Active (II),5,92  (125),V,25290,,,,12350,11000,9750,,,,
Superb Combi 1.8 TSI Active (II),5,118  (160),V,27390,,,,13500,12050,10650,,,,
Superb Combi 1.8 TSI Active 4x4 (II),5,118  (160),V,29190,,,,14200,12650,11100,,,,
Superb Combi 2.0 TSI Active DSG (II),5,147  (200),V,31390,,,,16600,14800,12600,,,,
Superb Combi 3.6 FSI V6 Ambition DSG 4x4 (II),5,191  (260),V,36030,,,,,,14650,12700,,,
Superb Combi 3.6 V6 Ambition 4x4 DSG (II),5,191  (260),V,36590,,,,18200,16250,14400,,,,
Superb Combi 1.6 TDI GreenLine  (II),5,77  (105),VI,28330,,,,,,9725,8425,,,
Superb Combi 1.6 TDI Green tec Active (II),5,77  (105),VI,26490,,,,11250,10350,9075,,,,
Superb Combi 1.6 TDI GreenLine  (II),5,77  (105),VI,28990,,,,12550,11550,10100,,,,
Superb Combi 2.0 TDI Green tec Active (II),5,103  (140),VI,28030,,,,,,9425,8150,,,
Superb Combi 2.0 TDI Green tec Active (II),5,103  (140),VI,28290,,,,12200,10750,9450,,,,
Superb Combi 2.0 TDI Green tec Active 4x4 (II),5,103  (140),VI,30090,,,,12950,11450,10050,,,,
Superb Combi 2.0 TDI Green tec Active (II),5,125  (170),VI,29590,,,,11950,10550,9350,,,,
Superb Combi 2.0 TDI Green tec Active 4x4 DSG (II),5,125  (170),VI,33590,,,,13600,12000,10650,,,,
Superb 1.4 TSI Active (III),5,92  (125),V,26350,17650,15750,14100,12550,,,,,,
,,,,,,,,,,,,,,
"ADAC e.V. München, Fahrzeugtechnik Infosysteme (FTI)",Seite: 142 von 171,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Herbst/Winter 2019/2020,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen,kW (PS),Kl.,preis,2018,2017,2016,2015,2014,2013,2012,,,
Skoda,,,,,,,,,,,,,,
Superb 1.4 TSI ACT Active (III),5,110  (150),V,27550,18250,16300,14550,14050,,,,,,
Superb 1.4 TSI ACT Active 4x4 (III),5,110  (150),V,29550,19650,17550,15650,14250,,,,,,
Superb 1.8 TSI Ambition (III),5,132  (180),V,31850,22850,20650,17900,15950,,,,,,
Superb 2.0 TSI Ambition DSG (III),5,162  (220),V,36150,25850,23550,20400,18200,,,,,,
Superb 2.0 TSI Ambition 4x4 DSG (III),5,206  (280),V,38290,,,23400,20900,,,,,,
